original contig name	Isolation source	Completeness	Cenote-taker contig name	Length	Element Name	Topology	Common Viral Domains	ORF caller used	BLASTN result (if any)	GI	ref	taxid	Kingdom	Phylum	Class	Order	Family	Genus	Species	Protein	Coverage	Repetitive
contig_2009	unknown	unknown	NA	1064	not classified sp. cat1913	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	131567	not classified	not classified	not classified	not classified	not classified	not classified	not classified	no protein	2	N
contig_201	unknown	Partial genome (putative)	ct2_contig_dictionary1118_vs01	4690	Microviridae sp. ct7TV118	linear	2	Prodigal (meta)	no blastn	971765486	YP_009218538.1	1655644	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	replication protein VP4	1	N
contig_2010	unknown	unknown	NA	1057	Bacteroides sp. cat1915	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	816	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	not classified	no protein	1	N
contig_2011	unknown	unknown	NA	1057	Pithovirus LCPAC302 sp. cat1916	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2506593	Viruses	Viruses_undefined_phylum	Viruses_undefined_phylum_undefined_class	Viruses_undefined_phylum_undefined_class_undefined_order	Pithoviridae	Pithoviridae_undefined_genus	Pithovirus LCPAC302	no protein	1	N
contig_2012	unknown	unknown	NA	1057	Fusobacterium sp. CM21 sp. cat1917	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	936562	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium sp. CM21	no protein	1	N
contig_2013	unknown	unknown	NA	1057	Pseudoflavonifractor sp. An85 sp. cat1918	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1965661	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor	Pseudoflavonifractor sp. An85	no protein	1	N
contig_2014	unknown	unknown	NA	1056	Flavobacteriales bacterium sp. cat1919	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2021391	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriales_undefined_family	Flavobacteriales_undefined_family_undefined_genus	Flavobacteriales bacterium	no protein	1	N
contig_2015	unknown	unknown	NA	1045	not classified sp. cat1920	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified	no protein	2	N
contig_2016	unknown	unknown	NA	1055	Firmicutes sp. cat1921	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1239	Bacteria	Firmicutes	not classified	not classified	not classified	not classified	not classified	no protein	9	N
contig_2017	unknown	Partial genome (putative)	ct2_contig_dictionary1126_vs01	1056	Microviridae sp. ctntf126	linear	1	Prodigal (meta)	no blastn	971765486	YP_009218538.1	1655644	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	replication protein VP4	1	N
contig_2018	unknown	unknown	NA	1056	not classified sp. cat1923	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1	not classified	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_2019	unknown	unknown	NA	1056	dark_matter sp. cat1203	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1203	no protein	10	N
contig_202	unknown	unknown	NA	4619	Blautia sp. cat1924	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	572511	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	not classified	no protein	1	N
contig_2020	unknown	unknown	NA	1055	not classified sp. cat1925	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	131567	not classified	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_2021	unknown	unknown	NA	1055	Prevotella sp. cat1926	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	838	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	not classified	no protein	1	N
contig_2022	unknown	Partial genome (putative)	ct2_contig_dictionary1132_vs01	1055	CrAss-like virus sp. ctQYz132	linear	1	Prodigal (meta)	no blastn	674660375	YP_009052530.1	1211417	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Podoviridae_undefined_genus	Podoviridae_undefined_genus_undefined_species	putative Integration host factor IHF subunit, histone like protein	1	N
contig_2023	unknown	unknown	NA	1045	Clostridiales sp. cat1928	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	186802	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	not classified	no protein	2	N
contig_2024	unknown	unknown	NA	1055	not classified sp. cat1929	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	131567	not classified	not classified	not classified	not classified	not classified	not classified	not classified	no protein	11	N
contig_2025	unknown	unknown	NA	1044	Clostridium magnum DSM 2767 sp. cat1930	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1121326	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium magnum	no protein	4	N
contig_2026	unknown	unknown	NA	1054	dark_matter sp. cat1204	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1204	no protein	1	N
contig_2027	unknown	Partial genome (putative)	ct2_contig_dictionary1137_vs01	1054	Podoviridae sp. ct6ax137	linear	1	Prodigal (meta)	no blastn	1070097683	YP_009279602.1	1874001	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Podoviridae_undefined_genus	Podoviridae_undefined_genus_undefined_species	lower collar protein	1	N
contig_2028	unknown	unknown	NA	1054	Clostridiales bacterium 42_27 sp. cat1932	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1897045	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_undefined_family	Clostridiales_undefined_family_undefined_genus	Clostridiales bacterium 42_27	no protein	1	N
contig_2029	unknown	unknown	NA	1054	Firmicutes sp. cat1933	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1239	Bacteria	Firmicutes	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_203	unknown	Partial genome (putative)	ct2_contig_dictionary1140_vs01	4607	Podoviridae sp. ctgJh140	linear	3	Prodigal (meta)	no blastn	12248116	NP_073692.1	12345	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Salasvirus	Salasvirus_undefined_species	tail protein	1	N
contig_2030	unknown	unknown	NA	1054	Pseudomonas aeruginosa sp. cat1935	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	287	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	no protein	1	N
contig_2031	unknown	unknown	NA	1059	dark_matter sp. cat1205	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1205	no protein	3	N
contig_2032	unknown	unknown	NA	1054	Bacteroidales sp. cat1936	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	171549	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	not classified	not classified	not classified	no protein	1	N
contig_2033	unknown	unknown	NA	1053	Bacteroidaceae sp. cat1937	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	815	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	not classified	not classified	no protein	1	N
contig_2034	unknown	Partial genome (putative)	ct2_contig_dictionary1145_vs01	1052	CrAss-like virus sp. ct7E1145	linear	2	Prodigal (meta)	no blastn	526178738	YP_008242317.1	1327990	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Podoviridae_undefined_genus	Podoviridae_undefined_genus_undefined_species	structural protein	1	N
contig_2035	unknown	unknown	NA	1042	Streptococcus agalactiae sp. cat1939	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1311	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	no protein	1	N
contig_2036	unknown	Partial genome (putative)	ct2_contig_dictionary1147_vs01	1052	Microviridae sp. ct8RR147	linear	1	Prodigal (meta)	no blastn	971765486	YP_009218538.1	1655644	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	replication protein VP4	1	N
contig_2037	unknown	unknown	NA	1052	Prevotella sp. cat1941	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	838	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	not classified	no protein	1	N
contig_2038	unknown	unknown	NA	1060	dark_matter sp. cat1206	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1206	no protein	4	N
contig_2039	unknown	Partial genome (putative)	ct2_contig_dictionary1150_vs01	1051	Myoviridae sp. ct38r150	linear	1	Prodigal (meta)	no blastn	971821705	YP_009219430.1	1567014	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Myoviridae_undefined_genus	Myoviridae_undefined_genus_undefined_species	CopG family transcriptional regulator (endogenous virus)	1	N
contig_204	unknown	Partial genome (putative)	ct2_contig_dictionary1151_vs01	4607	Microviridae sp. ctiN5151	linear	3	Prodigal (meta)	no blastn	9791179	NP_063900.1	1986029	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Chlamydiamicrovirus	Chlamydiamicrovirus_undefined_species	conserved hypothetical protein	1	N
contig_2040	unknown	unknown	NA	1040	not classified sp. cat1944	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1	not classified	not classified	not classified	not classified	not classified	not classified	not classified	no protein	2	N
contig_2041	unknown	unknown	NA	1050	Bacteroides sp. cat1945	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	816	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	not classified	no protein	1	N
contig_2042	unknown	unknown	NA	1052	Lawsonibacter asaccharolyticus sp. cat1946	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2108523	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_undefined_family	Lawsonibacter	Lawsonibacter asaccharolyticus	no protein	8	N
contig_2043	unknown	unknown	NA	1050	dark_matter sp. cat1207	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1207	no protein	1	N
contig_2044	unknown	unknown	NA	1050	Erysipelotrichaceae bacterium 2_2_44A sp. cat1947	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	457422	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_undefined_genus	Erysipelotrichaceae bacterium 2_2_44A	no protein	1	N
contig_2045	unknown	unknown	NA	1047	Catonella morbi ATCC 51271 sp. cat1948	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	592026	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella	Catonella morbi	no protein	8	N
contig_2046	unknown	Partial genome (putative)	ct2_contig_dictionary1158_vs01	1050	CrAss-like virus sp. ctQiM158	linear	1	Prodigal (meta)	no blastn	526178738	YP_008242317.1	1327990	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Podoviridae_undefined_genus	Podoviridae_undefined_genus_undefined_species	structural protein	1	N
contig_2047	unknown	Partial genome (putative)	ct2_contig_dictionary1159_vs01	1049	Virgaviridae sp. ctKIj159	linear	1	Prodigal (meta)	no blastn	9790353	NP_062915.1	12241	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Tobamovirus_undefined_species	28.5 kDa protein	1	N
contig_2048	unknown	unknown	NA	1059	dark_matter sp. cat1208	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1208	no protein	1	N
contig_2049	unknown	unknown	NA	1041	unclassified Ruminococcus sp. cat1951	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2608920	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	not classified	no protein	1	N
contig_205	unknown	Partial genome (putative)	ct2_contig_dictionary1162_vs01	4602	Myoviridae sp. cto3K162	linear	2	Prodigal (meta)	no blastn	971761777	YP_009215022.1	1691955	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Jimmervirus	Brevibacillus virus Osiris	putative head protein	1	N
contig_2050	unknown	Partial genome (putative)	ct2_contig_dictionary1163_vs01	1049	Microviridae sp. ct64H163	linear	0	Prodigal (meta)	no blastn	1043372886	YP_009259742.1	1676182	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	major CP	1	N
contig_2051	unknown	unknown	NA	1049	Prevotella sp. cat1954	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	838	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	not classified	no protein	1	N
contig_2052	unknown	unknown	NA	1048	not classified sp. cat1955	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	131567	not classified	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_2053	unknown	unknown	NA	1048	dark_matter sp. cat1209	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1209	no protein	1	N
contig_2054	unknown	unknown	NA	1048	Prevotella copri sp. cat1956	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	165179	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri	no protein	1	N
contig_2055	unknown	unknown	NA	1048	Siphoviridae sp. sp. cat1957	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2170413	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Siphoviridae_undefined_genus	Siphoviridae sp.	no protein	1	N
contig_2056	unknown	unknown	NA	1037	Clostridium butyricum sp. cat1958	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1492	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium butyricum	no protein	1	N
contig_2057	unknown	unknown	NA	1047	Prevotella sp. cat1959	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	838	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	not classified	no protein	1	N
contig_2058	unknown	unknown	NA	1047	Prevotella sp. cat1960	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	838	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	not classified	no protein	1	N
contig_2059	unknown	Partial genome (putative)	ct2_contig_dictionary1172_vs01	1047	Myoviridae sp. ctvJ8172	linear	2	Prodigal (meta)	no blastn	985760809	YP_009226323.1	1296659	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Jimmervirus	Jimmervirus_undefined_species	hypothetical protein JIMMER1_13	1	N
contig_206	unknown	unknown	NA	4561	not classified sp. cat1962	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	10239	Viruses	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_2060	unknown	unknown	NA	1064	dark_matter sp. cat1210	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1210	no protein	1	N
contig_2061	unknown	unknown	NA	1047	dark_matter sp. cat1211	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1211	no protein	1	N
contig_2062	unknown	unknown	NA	1044	Subdoligranulum sp. CAG:314 sp. cat1963	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1262970	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	Subdoligranulum sp. CAG:314	no protein	5	N
contig_2063	unknown	unknown	NA	1047	Sharpea azabuensis sp. cat1964	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	322505	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Sharpea	Sharpea azabuensis	no protein	1	N
contig_2064	unknown	Partial genome (putative)	ct2_contig_dictionary1178_vs01	1046	Microviridae sp. cty8B178	linear	0	Prodigal (meta)	no blastn	971765486	YP_009218538.1	1655644	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	replication protein VP4	1	N
contig_2065	unknown	unknown	NA	1046	Amedibacillus dolichus sp. cat1966	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	31971	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Absiella	Absiella dolichum	no protein	1	N
contig_2066	unknown	Partial genome (putative)	ct2_contig_dictionary1180_vs01	1045	Microviridae sp. ct6cn180	linear	1	Prodigal (meta)	no blastn	906476383	YP_009160391.1	1655658	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	major capsid protein VP1	1	N
contig_2067	unknown	unknown	NA	1045	unclassified Subdoligranulum sp. cat1968	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2685293	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	not classified	no protein	1	N
contig_2068	unknown	Partial genome (putative)	ct2_contig_dictionary1182_vs01	1045	Siphoviridae sp. ct6nJ182	linear	1	Prodigal (meta)	no blastn	557307962	YP_008767284.1	1414736	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Siphoviridae_undefined_genus	Siphoviridae_undefined_genus_undefined_species	helicase	1	N
contig_2069	unknown	unknown	NA	1051	Geosporobacter subterraneus DSM 17957 sp. cat1970	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1121919	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Geosporobacter	Geosporobacter subterraneus	no protein	3	N
contig_207	unknown	unknown	NA	4523	not classified sp. cat1971	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_2070	unknown	unknown	NA	1045	dark_matter sp. cat1212	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1212	no protein	1	N
contig_2071	unknown	unknown	NA	1045	Clostridiales sp. cat1972	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	186802	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	not classified	no protein	1	N
contig_2072	unknown	unknown	NA	1045	not classified sp. cat1973	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified	no protein	3	N
contig_2073	unknown	unknown	NA	1045	dark_matter sp. cat1213	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1213	no protein	1	N
contig_2074	unknown	unknown	NA	1045	Flavobacteriales bacterium sp. cat1974	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2021391	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriales_undefined_family	Flavobacteriales_undefined_family_undefined_genus	Flavobacteriales bacterium	no protein	1	N
contig_2075	unknown	Partial genome (putative)	ct2_contig_dictionary1190_vs01	1035	Microviridae sp. ctyz4190	linear	0	Prodigal (meta)	no blastn	971765803	YP_009218802.1	1655645	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	major capsid protein VP1	2	N
contig_2076	unknown	unknown	NA	1044	dark_matter sp. cat1214	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1214	no protein	1	N
contig_2077	unknown	unknown	NA	1016	dark_matter sp. cat1215	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1215	no protein	6	N
contig_2078	unknown	unknown	NA	1044	dark_matter sp. cat1216	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1216	no protein	1	N
contig_2079	unknown	unknown	NA	1044	Lachnospiraceae sp. cat1976	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	186803	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	not classified	not classified	no protein	1	N
contig_208	unknown	unknown	NA	4478	Eubacterium sp. CAG:786 sp. cat1977	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1262893	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:786	no protein	1	N
contig_2080	unknown	unknown	NA	1044	Zoogloeaceae sp. cat1978	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2008794	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	not classified	not classified	no protein	1	N
